comname,season,n,slope_y,slope_p_y,slope_x,slope_p_x,slope_depth,slope_p_depth
rock gunnel,FALL,29,462.001354372316,0.679782960131758,-738.989925906766,0.605365407623985,-0.742823644154077,0.162093488290281
rock sea bass,SPRING,13,-3725.20871420801,0.354516511656752,642.275021121071,0.731276435258178,-2.2599584103512,0.360366260978812
rock sea bass,FALL,29,2827.80003215125,0.208188543953176,3116.14062930768,0.00859037219760714,0.494795885757944,0.0461810280700678
rosette skate,SPRING,51,2644.66325890372,0.00448223004001767,1627.50646006121,0.00767131805241733,0.268713911395574,0.525978192205568
rosette skate,FALL,53,2234.05489982506,0.0132506306944856,2361.15483370065,0.00613631122625574,-0.179714601570391,0.493678723969706
rough scad,SPRING,35,9401.63221884204,3.11354764114066e-07,6690.27618630857,5.28669048207916e-07,2.41607827710632,5.37721585287373e-06
rough scad,FALL,50,3542.32137644836,0.0737779498982716,2150.61769405233,0.0974593424171414,-0.0236752705335574,0.835893332845067
roughtail stingray,SPRING,34,1240.39076209301,0.0669917687972422,1713.94106849547,0.000702092658627263,0.549312057985486,0.174530409805829
roughtail stingray,FALL,48,3630.42485867783,3.71416902444748e-05,1414.45717015724,2.1446251992475e-05,0.0956225222202901,0.228957862138379
round herring,SPRING,32,74.5697976670863,0.942838544458752,1577.8938999173,0.086098967479801,1.31998158791137,0.101223232025321
round herring,FALL,52,-308.25241925872,0.839111827895066,-184.796793111036,0.846308361245659,-0.234156742406897,0.240453587890426
round scad,SPRING,24,611.070861825539,0.654302179427787,1791.05980477484,0.106401144892307,-0.162348799484631,0.54885080259246
round scad,FALL,50,1094.43843918868,0.593898719069997,2954.35639286128,0.0513100193082308,0.373115854063578,0.0287367756017558
sand perch,SPRING,12,2548.04429270925,0.0603029962572429,3219.3301947088,0.0257751696735449,-0.00927474439908463,0.982125132072652
sand perch,FALL,27,2397.88230415027,0.0511406871544677,3388.1628534878,0.00287218907252204,0.197084188343055,0.545043963378198
sand tiger,SPRING,27,-63.6163316927504,0.932334693702093,736.667476874499,0.258946440143394,0.609682608876157,0.0176373587274981
sand tiger,FALL,31,2062.44985900273,0.219761184948242,-245.448765077989,0.713351675091201,-0.0987000622175102,0.307928143076598
sandbar shark,SPRING,28,1102.88439231129,0.207980646721946,1689.70266225522,0.0407304088617018,0.117782646317613,0.859824658218467
sandbar shark,FALL,41,3019.94716184533,0.0077617687971851,1455.34039323658,0.0309647430770973,0.16831892424165,0.348876027100904
scrawled filefish,FALL,18,1547.23446246779,0.64998441346325,3022.91635111757,0.0659392651333926,1.01720753060338,0.036100514817702
scup,SPRING,52,6772.98727597994,1.14366023681155e-06,4415.69131340611,5.68394677827915e-07,0.503103578909315,0.0424747603203022
scup,FALL,53,3960.72325923716,0.00678551873753324,2234.21144540303,0.0353631984304719,0.106366070308538,0.136613179067449
sea lamprey,SPRING,49,3064.49064594464,0.0677370965440483,1555.35144703311,0.36527272334474,0.223808539358278,0.687738591663995
sea raven,SPRING,52,1252.70414270964,3.49725470477429e-06,471.367850152689,0.334056375010519,-0.13560858798817,0.147691702947073
sea raven,FALL,53,632.444334955039,0.0139802026654304,-955.003849761079,0.0176985882813854,-0.241747060316353,0.0103748900757546
sea scallop,SPRING,52,3090.20594208291,0.000398290797557571,4527.72125793047,6.9143292102711e-05,-0.0796245044301592,0.445848717049156
sea scallop,FALL,53,689.683443096117,0.392184620541978,1561.05949981391,0.187139076689957,-0.123370987791429,0.136486438063393
sharksucker,FALL,12,11951.0224894771,0.00503738316405266,9416.94844989083,0.000400279265710836,0.328222346577139,0.0503485493650831
sheepshead,SPRING,17,3679.11378552127,5.95396248818008e-07,4689.78796473692,1.81500512926863e-07,0.063272846215031,0.673237473862899
sheepshead,FALL,17,10031.8651526527,0.0071978859879094,5629.96471145283,0.124078835924325,-0.122715426831366,0.591438782283644
shield bobtail,SPRING,17,-2447.24610081095,0.490004552115859,-235.777102488396,0.915510457984582,0.303588234878126,0.847122206063505
shield bobtail,FALL,15,4353.81825625426,0.308255370221174,709.401225761178,0.73926463960407,0.101421927727691,0.93221919557228
short bigeye,SPRING,13,3815.65838493106,0.198499993548569,3470.2274929594,0.0464791030443012,0.40163344313512,0.623359429160689
short bigeye,FALL,31,4396.97226069161,0.228568716897713,4806.97513370425,0.0714884853369515,0.41173174800656,0.273960172611987
shortnose greeneye,SPRING,50,129.776986470416,0.924807515526084,-1164.14269729059,0.419944268454441,-0.376814808280861,0.287269039473296
shortnose greeneye,FALL,52,-2258.30393005161,0.0682790673886461,-2512.45483120357,0.111547461665999,-0.107678464077423,0.765267594613542
shrimp (pink brown white),SPRING,19,11842.592401091,0.00524636204758965,6332.01326453139,0.0126225225628188,1.61892744873299,0.393668289977928
shrimp (pink brown white),FALL,31,4292.54093492719,0.0209414635307508,3042.74612597689,0.000177173586973862,1.11826095980796,0.00646992871158513
silver anchovy,FALL,35,-6324.24822104645,0.0404653251663917,-2907.97357650165,0.216722823462214,0.0789044889318302,0.481957353226645
silver hake,SPRING,52,4495.58900159929,2.1416468038414e-09,2059.85060698806,0.00282143139650028,-0.152782652810413,0.634266729147347
silver hake,FALL,53,3696.09775665733,1.3353288808685e-10,2688.21047883188,1.34498031039638e-06,0.857331760527064,4.36219369637492e-05
silver hatchetfish,SPRING,11,2996.06546994711,0.511052239512136,2540.45562417457,0.542245953192417,-0.436395878551599,0.711180732467971
silver jenny,FALL,17,6071.37828296219,0.00126052601364428,4098.14439025731,0.00665890142126146,0.299120996083681,0.0798218973007927
silver perch,SPRING,30,1684.29497728214,0.0115142639322806,2947.31029859541,0.000493264084852617,0.395745076330686,4.47818615281327e-05
silver perch,FALL,36,6130.4756771871,0.000100916911234964,2188.93032693416,0.000602990097345398,0.206237686387823,0.00246163249769603
silver rag,SPRING,17,2393.45490861898,0.373693363193643,2356.83784493347,0.158020773090061,2.56096971670593,0.208537427216706
silver rag,FALL,37,785.26849488625,0.757600779341233,647.425639562013,0.77546169035935,-0.295310161828484,0.712741677019796
silver seatrout,FALL,18,7556.56835751319,0.00154245464072032,5670.94239447806,0.00209846729920416,0.209010020422445,0.00355763667859335
simonys frostfish,FALL,19,11830.234381822,0.0200504112643051,12545.5207378069,0.00617307108799535,2.11895181843002,0.256160487388771
slender searobin,FALL,13,11701.9580339874,0.00152899347237827,8962.71306063581,0.00185734563941378,1.078504745432,0.135496192136398
slender snipe eel,SPRING,31,4114.51251981738,0.117837106508499,4402.16035692668,0.121210860714307,0.600789662509084,0.54723707283991
slender snipe eel,FALL,28,1788.01193103799,0.578746416312715,1911.78949048015,0.587050879077432,-0.311866977685916,0.82307873610859
smallmouth flounder,SPRING,40,2233.16603823025,0.144974611626734,1941.92493546632,0.144180059675964,-0.0146977670007815,0.945086649684981
smallmouth flounder,FALL,35,604.091961366406,0.784238897475127,1192.90106618864,0.528380029097467,0.0107764053462181,0.972728656957694
smooth butterfly ray,SPRING,14,2148.13000273556,0.0618524592067697,2551.01786893082,0.0177176057197998,0.364274298456914,0.586861063195866
smooth butterfly ray,FALL,28,2073.69591106992,0.0771764636413813,536.386267313614,0.0320229847020587,0.237549453114031,0.00020523655751662
smooth dogfish,SPRING,52,652.915195546932,0.401233372279341,1217.09365810398,0.00473736173535919,1.18695902205725,0.0367224481806276
smooth dogfish,FALL,52,3321.49088670936,1.46448162569805e-07,3424.70546825122,3.55279982252495e-06,0.19469271514891,0.00528073121263781
smooth puffer,FALL,27,4682.68374491109,0.0299439762681217,4590.06987187432,0.00281146191318809,0.823709683614282,0.0645465607887641
snakeblenny,SPRING,46,-298.09421052545,0.633288775261175,-3165.81282062186,0.00118058784602613,-1.03701911185422,0.00241418842435392
snakeblenny,FALL,24,-1382.12120179478,0.144992046816576,-4089.96130465334,0.0106905675187682,-1.11481860722165,0.067927786146563
snakefish,SPRING,32,1096.72017502082,0.0188033876230908,1223.80044076192,0.00789725230056759,0.185312607923068,0.46904755713634
snakefish,FALL,41,838.274527835092,0.46719734383908,2437.85829725356,0.000377176750257302,0.428529612417611,0.0152842725105887
southern kingfish,SPRING,41,1751.8464818402,0.0412126189751863,2180.48737521838,0.00129585794459611,0.745901197170727,0.0198468865553734
southern kingfish,FALL,46,4012.9565308775,3.95845628242108e-06,1651.73462242366,1.36091309619702e-05,0.218912412448013,3.19262292008781e-07
southern stargazer,FALL,15,6604.42389092411,0.236527303539334,6780.85807577445,0.063803433341661,0.259670114743889,0.53703562461959
southern stingray,SPRING,20,-1153.95892787651,0.216789872641191,814.696618116455,0.10130229412417,0.167038820247507,0.691124943058327
southern stingray,FALL,36,1171.75156483623,0.305145014434951,761.410136655737,0.235328537572896,-0.0275197063706039,0.703760235141956
spanish mackerel,FALL,45,3541.07449919712,0.0148272892309146,2496.2999409453,0.00875462176653394,0.108222369223761,0.237518549246345
spanish sardine,SPRING,11,3884.57749361414,0.0792700509581498,4687.64285126971,0.101568642922143,0.0665812396111007,0.749424899897702
spanish sardine,FALL,43,5404.24485788904,3.25613408773958e-05,4563.81611437374,3.4839577222212e-06,0.163801651154022,0.0116311690440763
spiny butterfly ray,SPRING,36,519.236482050156,0.333474032412235,608.475139032481,0.188040717116237,0.182724529586506,0.543451325785007
spiny butterfly ray,FALL,48,2588.47398886912,3.12309493442633e-05,738.129597979089,8.08695697356778e-05,0.150914846570929,0.0111681274565237
spiny dogfish,SPRING,52,-2182.28811594099,0.0097157722023734,-2558.89323151667,0.00431340734328707,-0.299564905872689,0.20207237585471
spiny dogfish,FALL,53,1200.91981614508,0.0358545785764082,2491.73786527753,0.000580342100600346,0.367500828445213,0.0971686934539182
spiny searobin,SPRING,22,7519.50419819385,0.00875204179664204,5062.29690617599,0.00244546825811526,0.32765908682923,0.551153095755977
spiny searobin,FALL,26,5129.15233993179,0.00271784059855067,5084.24596789782,0.000796710924513508,0.942006314760277,0.092633850985469
spoonarm octopus,SPRING,24,60.4279048440061,0.96104094418457,-1134.51422673267,0.144239379805403,0.393766833290803,0.370420867466783
spoonarm octopus,FALL,24,4605.62557700493,0.0444356918198866,2098.75774146615,0.166596161617284,0.970401330226709,0.141623740137685
spot,SPRING,43,803.602443099693,0.0886114445815939,1832.3838141488,3.00479821162645e-05,0.606974858854498,0.001599086786962
spot,FALL,48,1749.3097244156,0.0188047439724009,1133.91723120692,0.000869096215008587,0.195642363652006,2.43848841511691e-05
spotfin butterflyfish,SPRING,12,3325.51766983684,0.00521919529310569,3764.34954410648,0.00355940044957713,0.904801734820319,0.0502791220557975
spotfin butterflyfish,FALL,19,13332.1553994412,0.00329361076874689,5484.23276019926,0.00204924875687145,0.0962201516184222,0.802782732489236
spotfin dragonet,SPRING,19,6147.256109748,0.0388861047358201,5592.0385535272,0.134866781874294,-1.78339205483449,0.177912355199874
spotfin dragonet,FALL,23,11872.0951012973,0.00615516932178491,8679.84222862565,0.012905835366546,-1.68289722397529,0.19746677770667
spotfin flounder,FALL,16,4469.30311118745,0.0390623149850148,5247.51221107073,0.0060271986026425,0.307699853938218,0.280222183543334
spotfin mojarra,FALL,17,4915.26376612106,0.0129394687808973,2356.88447018595,0.0458770655662915,0.133461612864992,0.207466523387215
spotted hake,SPRING,52,2928.20881459335,0.00081276400654726,1592.68345920612,0.00194620392896598,1.00170373822853,0.026253942146367
spotted hake,FALL,53,4761.91159492823,8.33139575585119e-10,3155.50467208596,2.73399146727139e-06,-0.328578956897265,0.178688024430015
spotted tinselfish,FALL,14,-2143.45400305841,0.752803184421217,3892.55325416202,0.635725096555037,-0.136819062476417,0.924018208787765
spotted whiff,SPRING,15,358.16424740769,0.904290932836258,2569.71713436147,0.125883713734026,0.251031289508768,0.0459921757943305
spotted whiff,FALL,12,2552.38099084274,0.110016028496416,4107.96032683003,0.0372985274336721,0.431419647609177,0.235099353501921
streamer bass,SPRING,20,1154.87278190207,0.57594940057911,1703.5111613101,0.376294217558811,0.359916884576425,0.69101710328789
streamer bass,FALL,12,119.579012618568,0.819158903557599,203.040924043458,0.646605526766381,0.638191520924199,0.3596240360446
striated argentine,SPRING,22,8881.51084482896,0.0250808685661859,5652.90037543768,0.0667367487198,-1.36504786965569,0.269823230089135
striated argentine,FALL,26,7582.91400018188,0.0584974450215375,5772.19099237998,0.0722272933619802,1.78525306714832,0.0653136633769446
striped anchovy,SPRING,29,-695.22255941964,0.776303855756656,2047.78820087337,0.151253629196117,0.230236438262938,0.000580157050836619
striped anchovy,FALL,48,1519.32828113459,0.307390188013794,994.360916541512,0.277752147856011,0.129834988099707,0.00152079668554154
striped bass,SPRING,43,4505.98743811772,0.00742405051064452,1492.77785827192,0.00843589592538991,0.283935018399931,1.74234776178739e-05
striped bass,FALL,30,2004.19444326349,0.0194783446383236,3778.07845071301,0.0253196235672931,-0.205220640004468,0.545678913028184
striped burrfish,FALL,39,872.263309135799,0.658212669126096,954.410513046722,0.277956613667709,0.242936704552921,0.000254768503978414
striped cusk-eel,SPRING,44,3753.23289297903,0.0020537112734741,2621.99446347621,0.000340931383983358,0.183632430508852,0.000148225729079262
striped cusk-eel,FALL,47,2481.20946397373,0.00633167234640636,1016.41583261137,0.00677586612650417,0.0791003452068339,0.328515111248817
striped searobin,SPRING,52,4097.91651088054,0.000122889379552525,2502.17028614461,1.51211043856688e-05,0.174847652240862,0.561769440269552
striped searobin,FALL,53,4626.98356289981,1.93690223709015e-07,2836.64814239585,8.36103538557965e-07,0.0371366528581188,0.614063093237902
summer flounder,SPRING,52,4107.52485043648,8.63184553306098e-07,3354.42728488324,5.63492538062914e-07,0.464338937157751,0.0139950594979007
summer flounder,FALL,53,5028.00648041384,6.86135020151763e-15,4415.48608901347,3.57732801922407e-10,0.199828013981018,0.00318087321701053
tautog,SPRING,32,1968.2689590415,0.361753877686152,955.727827902845,0.521819649914054,-0.126300282261944,0.524232797178231
tautog,FALL,42,1866.4563241629,0.0926485359684162,1615.88577298789,0.184159792513096,0.208295471778866,0.00332388063455861
thorny skate,SPRING,52,-430.335017949485,0.081950803227405,-1878.97799441933,1.40976226384765e-06,-0.458338060186918,0.00294922691523054
thorny skate,FALL,53,-406.266972907419,0.129518568741021,-1561.49235547739,9.34873648360653e-05,-0.320601177867207,0.0294033325810294
threespine stickleback,SPRING,27,17.431875224468,0.995258545959429,-3471.00311010678,0.256842355884793,-1.93704599804529,0.0825529598725429
threespine stickleback,FALL,34,1684.25341808838,0.25905757529374,-621.756982911721,0.643907721631777,0.391646817523394,0.523994248910384
thresher shark,FALL,12,-114.565917376683,0.985100802522645,2290.04586511121,0.482308513273358,0.507512787723829,0.00190676713727402
tilefish,SPRING,35,271.341324653836,0.752861045056735,-580.883149313256,0.525163234124593,-0.626415422178671,0.0259189702946154
tilefish,FALL,29,-89.5980845538436,0.905902957477979,-696.663803317094,0.516100002660704,-0.65888664895079,0.308617935864404
unicorn filefish,FALL,16,3347.97005793765,0.293116135757313,4591.53053310458,0.032331199425713,0.596241562060467,0.12164807562134
viperfish,SPRING,19,2234.24356141271,0.601235077309575,1110.79879628676,0.809582828720985,1.56923245119058,0.173985868844586
viperfish,FALL,30,184.08040181088,0.95456306644016,-413.266775507486,0.91432742207005,-0.871884928638095,0.324321122112621
weakfish,SPRING,51,-860.121376254518,0.519772549451072,540.331533266817,0.491596631663226,0.196490860922389,0.415444234306159
weakfish,FALL,49,3151.9766709862,4.60824448707326e-05,1340.83071947855,4.07121200278219e-05,0.1482700987312,0.00825192156220959
weitzmans pearlsides,SPRING,47,3097.17752991978,0.246486671134942,2140.0550698266,0.285264411096869,-0.276375286045894,0.438165428398962
weitzmans pearlsides,FALL,50,717.15525737221,0.697574441619848,487.530494787066,0.759772878084032,-0.753554613165521,0.161370711462913
wenchman,FALL,12,10789.1355439869,0.164816783332128,11574.0353510314,0.105211582792272,0.812072788694758,0.524502842889037
western softhead grenadier,SPRING,11,-1100.22916445357,0.757004196997695,-1625.49299842311,0.7230738474627,0.590793993115612,0.264755269476317
white hake,SPRING,52,2316.29237000401,2.21513087794789e-09,1643.69680203289,9.59275776567874e-10,0.338509384743638,0.0911316938473603
white hake,FALL,53,997.256616268465,0.00339491508655026,217.194960714623,0.402174257225411,0.261716722720783,0.154916855049001
windowpane,SPRING,52,803.904819655959,0.0515508206561089,960.034552447681,0.252559464080196,-0.0182648017131149,0.883353983809641
windowpane,FALL,53,1514.62512189114,1.30690485439792e-05,1933.43410163198,0.0132740280308771,0.0991573756428015,0.109617499466918
winter flounder,SPRING,52,2585.54782088521,1.87330071575551e-08,1013.77152718383,0.13996887579746,0.139029468703597,0.149174249365082
winter flounder,FALL,53,2184.59168460481,1.49899938937622e-08,658.205969991961,0.128541014035857,0.0369316002524105,0.47390430288398
winter skate,SPRING,52,-1201.14961288304,1.03334569230224e-06,-461.463265233197,0.543213129384695,0.535885033795929,0.00110426330510216
winter skate,FALL,53,45.9336380587439,0.740780886492487,-1065.43403247092,0.0107762091736552,-0.0616415945734538,0.417559957233108
witch flounder,SPRING,52,-595.269489420907,0.354122781002592,-383.808136015641,0.400526708728412,0.61863365701787,0.00161058064042267
witch flounder,FALL,53,157.848434303896,0.673247756455633,-178.137967138103,0.620340914747217,0.621781900467208,2.13172764609959e-05
wrymouth,SPRING,51,2334.57554482293,0.00627288469229032,1302.56992316336,0.058016007091422,0.0408468430691369,0.909930715633698
wrymouth,FALL,50,1985.02645152647,0.0271243386787332,734.723328073907,0.284567191085587,-1.03727336193857,0.0732681507699744
yellow jack,FALL,14,11669.5624067626,0.010096079362673,8931.17293527979,0.0102981279497612,1.39953842183179,0.0840066463574886
yellowfin bass,FALL,13,14222.10406995,0.00296820114879551,10749.572693688,0.000515279443089065,3.17965283636175,0.00184750756309685
yellowtail flounder,SPRING,52,4199.82795805923,3.82949867271592e-20,3063.06983763528,0.000130794494606104,0.261748701458803,0.00176453298518143
yellowtail flounder,FALL,53,2946.25376303012,1.19615535726504e-11,1581.18273569672,0.0270653164666751,-0.0270355399007934,0.648699577504567
